Ni,Nhs,No,activation_function,lr,batch_size,discount_rate,position_weight,position_exponent,angle_weight,angle_exponent,bad_state_penalty,update_target_net_every,num_episodes,final_score,train_time
4,[78],2,<class 'torch.nn.modules.activation.Tanh'>,0.0006451627459995127,77,0.34132463237711247,-1.8904874693522506,3,-1.2256085468997764,2,-2.2506008159206363,28,1000,26.1,0.7496350407600403
4,"[7, 100]",2,<class 'torch.nn.modules.activation.Tanh'>,0.005879344134652612,241,0.3702269989693867,-0.5639937528719838,1,-3.105419932039612,3,-1.8074773727974298,36,1000,10.0,0.5062512397766114
4,[103],2,<class 'torch.nn.modules.activation.Tanh'>,0.23762909019313908,280,0.4728532788665195,-1.429821178580843,3,-0.01776865576982356,2,-1.4818313076887495,23,1000,27.7,1.311724352836609
4,[8],2,<class 'torch.nn.modules.activation.Tanh'>,0.5298896267602841,184,0.9064231656563637,-1.4715773771218503,2,-3.3578351335854704,1,-2.936374900711611,33,1000,136.9,4.352764129638672
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.024824220793669107,209,0.9904591485155594,-0.0376264961921835,2,-3.721821720327272,3,-1.7631951875914853,46,1000,17.8,0.7879647374153137
4,[13],2,<class 'torch.nn.modules.activation.Tanh'>,0.00025759294534177937,110,0.553597920508613,-1.2983176735436224,2,-6.982608106496801,3,-0.5386342679298881,17,1000,22.4,1.0452808380126952
4,[6],2,<class 'torch.nn.modules.activation.Tanh'>,0.6289702917782488,485,0.808094377234466,-0.8687271021852372,2,-3.7130521284662867,3,-2.662238813437949,15,1000,121.3,4.79070504506429
4,"[4, 189]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0005978646408944579,145,0.5295203231303943,-1.0766594406987382,2,-3.574627625976288,3,-0.21361131110902098,47,1000,11.9,0.44346893231074014
4,"[183, 6, 5]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0003587918784016968,439,0.642090770276999,-1.8576239587963506,3,-3.957064370179017,1,-1.3172652502968987,12,1000,9.6,0.5930682818094889
4,"[95, 4, 84]",2,<class 'torch.nn.modules.activation.Tanh'>,0.000695670312328522,495,0.5621265903283218,-0.2791960444731061,2,-3.1970565631310714,1,-2.3423131941952446,27,1000,12.7,1.2890117168426514
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.0029838804123523944,465,0.9386011882393446,-0.43913357025304167,3,-5.284690464448488,1,-1.5057009128160024,11,1000,9.4,0.3988595445950826
4,"[76, 47]",2,<class 'torch.nn.modules.activation.Tanh'>,0.03344525158159879,108,0.501853654227449,-1.6849619937320528,3,-6.262023430987524,3,-1.5659312753612409,8,1000,185.5,3.524944798151652
4,"[30, 61]",2,<class 'torch.nn.modules.activation.Tanh'>,0.04793659559303383,71,0.3225384453139784,-1.9963514234467945,1,-7.805510778166479,2,-0.8901471839866087,5,1000,9.1,0.3065407117207845
4,"[41, 26]",2,<class 'torch.nn.modules.activation.Tanh'>,0.12824358317172008,87,0.7844497774637522,-1.6774333583025547,1,-5.838216970018511,2,-2.88399106498108,36,1000,9.4,0.31215359767278034
4,"[11, 29]",2,<class 'torch.nn.modules.activation.Tanh'>,0.8028109885287129,150,0.3584907914948568,-1.5786407124109902,3,-1.756029955706408,1,-2.2521193461757774,35,1000,31.5,1.4175102353096007
4,[57],2,<class 'torch.nn.modules.activation.Tanh'>,0.005989762202966906,229,0.8097285431496529,-1.1259096794862729,1,-1.9496094432769593,2,-2.1147323342537425,34,1000,46.9,1.7612914443016052
4,[],2,<class 'torch.nn.modules.activation.Tanh'>,0.0891714470882807,115,0.42635835848861714,-1.7696013711627674,3,-5.355882895227583,2,-2.9687421729942156,4,1000,28.7,0.7647387862205506
4,"[14, 115, 4]",2,<class 'torch.nn.modules.activation.Tanh'>,0.019542055834276147,296,0.6767408141720729,-0.7008610017912917,3,-6.458577891115311,1,-0.9472731158276968,28,802,500.0,5.353456433614095
