Ni,Nhs,No,activation_function,lr,batch_size,discount_rate,position_weight,position_exponent,angle_weight,angle_exponent,bad_state_penalty,update_target_net_every,num_episodes,final_score,train_time
4,"[16, 154]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0017053158930707174,148,0.799058296298214,-0.730819131006895,2,-1.0267017973275516,2,0,20,1000,31.1,1.4739745418230692
4,"[90, 104, 95]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0001540906105261524,361,0.9693397896704634,-1.3896667889336531,1,-7.726128270161321,3,0,8,1000,29.8,1.5103397806485495
4,"[111, 23]",2,<class 'torch.nn.modules.activation.Tanh'>,0.01581358661552342,434,0.3142939382832658,-1.9899179353790377,2,-0.554027438630456,3,0,16,1000,18.8,1.0741907835006714
4,"[220, 36]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0016516708486598204,83,0.9878288564736131,-1.3105806460691107,1,-2.3353389430144365,2,0,11,1000,9.1,0.34188387393951414
4,"[215, 208]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0066204220858581495,202,0.7091856273374998,-1.141990496151745,1,-0.8072332278698511,3,0,6,1000,11.9,0.53349715868632
4,"[24, 100, 68]",2,<class 'torch.nn.modules.activation.Tanh'>,0.28376370514510063,80,0.622840150993386,-0.8538622372842168,2,-0.957000763219698,1,0,13,1000,279.9,7.698217817147573
4,"[32, 43, 48]",2,<class 'torch.nn.modules.activation.Tanh'>,0.02060300700429291,481,0.516538770935094,-0.997539169436692,3,-5.0397976547920775,2,0,20,1000,180.8,3.274909480412801
4,"[23, 127, 120]",2,<class 'torch.nn.modules.activation.Tanh'>,0.00013704240604506588,168,0.9509618467879848,-0.8235794074939051,3,-4.517150508566095,2,0,9,1000,9.7,0.5041426420211792
4,"[114, 52]",2,<class 'torch.nn.modules.activation.Tanh'>,0.35192958826141146,98,0.814913835508307,-0.9067301468856559,2,-6.1974299763998015,3,0,8,1000,127.4,3.9498626589775085
4,"[147, 30, 22]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0005312813784749985,498,0.6316960352623466,-1.5280204298785032,3,-4.4116805387973566,2,0,19,1000,12.6,0.8173228939374287
4,"[44, 91, 247]",2,<class 'torch.nn.modules.activation.Tanh'>,0.9669996056219214,66,0.43069394219484836,-0.03803798063199104,2,-2.0792391188026222,1,0,14,1000,166.0,7.6376306732495625
4,"[35, 57, 32]",2,<class 'torch.nn.modules.activation.Tanh'>,0.12188032809162845,281,0.5117423637530703,-0.3341291516408085,3,-6.571709363341385,1,0,17,1000,9.1,0.506732177734375
4,"[24, 16, 48]",2,<class 'torch.nn.modules.activation.Tanh'>,0.048229983669874216,106,0.5392078160111549,-0.4763744529052565,3,-3.230505161599805,1,0,13,1000,174.7,5.782963005701701
4,"[53, 72, 63]",2,<class 'torch.nn.modules.activation.Tanh'>,0.9157855695478131,241,0.4035303801852864,-1.7246581113922703,3,-5.29924657144121,1,0,4,1000,29.9,1.4309900164604188
4,"[16, 42, 41]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0998028088281219,131,0.6392829172724317,-0.5582926148900929,2,-3.306909246459422,2,0,17,1000,9.4,0.3947965343793233
4,"[26, 72, 87]",2,<class 'torch.nn.modules.activation.Tanh'>,0.028159315801589303,64,0.542146949806595,-1.0755085185508666,3,-5.7326755531671285,1,0,20,1000,187.4,2.9206543922424317
4,"[22, 235, 123]",2,<class 'torch.nn.modules.activation.Tanh'>,0.3025105284408825,69,0.746411916664292,-1.1821405375220175,1,-7.028052437618134,1,0,11,496,500.0,1.9817946712176004
4,"[16, 238, 190]",2,<class 'torch.nn.modules.activation.Tanh'>,0.22853178721561118,77,0.7531708504549327,-1.6995185247072395,1,-7.410896828502699,1,0,11,495,500.0,3.226235012213389
4,"[17, 255, 190]",2,<class 'torch.nn.modules.activation.Tanh'>,0.36332957372888386,65,0.8676826465430248,-1.9193121783569516,1,-7.990339268367183,1,0,11,528,500.0,2.634992774327596
4,"[72, 190, 164]",2,<class 'torch.nn.modules.activation.Tanh'>,0.09925780716344,121,0.7292741104920755,-1.6740207454392908,1,-7.175684570396932,1,0,10,1000,9.4,0.49075700441996256
4,"[18, 237, 149]",2,<class 'torch.nn.modules.activation.Tanh'>,0.9762537531586084,80,0.8705417430312257,-1.7918981238586498,1,-6.935571506592562,1,0,3,1000,116.9,9.72993834813436
4,"[16, 254, 241]",2,<class 'torch.nn.modules.activation.Tanh'>,0.29414914181700136,65,0.8165038095560269,-1.9849384381641073,1,-7.862178048961982,1,0,12,499,500.0,3.8792073567708334
4,"[19, 157, 229]",2,<class 'torch.nn.modules.activation.Tanh'>,0.1947969314183201,91,0.7252847730538285,-1.5005421084305195,1,-7.959949025873464,1,0,14,498,500.0,4.1540614048639934
4,"[20, 165, 245]",2,<class 'torch.nn.modules.activation.Tanh'>,0.057068688236551195,96,0.7230562904078395,-1.248449506642496,1,-7.412347164560326,1,0,15,1000,9.3,0.4566565950711568
4,"[34, 138, 128]",2,<class 'torch.nn.modules.activation.Tanh'>,0.15757011663585113,76,0.764337325909056,-1.5019704227538608,1,-6.27143525363708,1,0,6,385,500.0,1.9148783246676127
4,"[34, 124, 124]",2,<class 'torch.nn.modules.activation.Tanh'>,0.5894881501067533,75,0.9037188275865469,-1.562052396635548,1,-6.145425408773791,1,0,6,1000,299.7,9.145866580804189
4,"[44, 202, 115]",2,<class 'torch.nn.modules.activation.Tanh'>,0.007098547034802525,115,0.778041793291371,-1.400848930347013,1,-6.735136502023301,1,0,6,632,500.0,1.0715094010035198
4,"[28, 255, 163]",2,<class 'torch.nn.modules.activation.Tanh'>,0.051985643687421854,72,0.7698616980375074,-1.180622760198216,1,-5.528558459158653,2,0,8,1000,100.9,4.227813462416331
4,"[43, 136, 86]",2,<class 'torch.nn.modules.activation.Tanh'>,0.5591662415678419,89,0.678822369164297,-1.7996600809471404,1,-6.225249498421026,1,0,4,1000,9.5,0.41124897003173827
4,"[61, 175]",2,<class 'torch.nn.modules.activation.Tanh'>,0.15280399289416438,144,0.8536884724599307,-1.6075438670472098,2,-7.307654257180965,1,0,10,384,500.0,3.1823203404744467
4,"[57, 183]",2,<class 'torch.nn.modules.activation.Tanh'>,0.1512455289552431,145,0.8545700219139801,-1.6311379216558888,2,-7.522351223685379,2,0,9,1000,203.3,6.933683383464813
4,"[69, 219]",2,<class 'torch.nn.modules.activation.Tanh'>,0.1632476038376296,181,0.9148842463274104,-1.415586740965399,2,-7.059352294948454,1,0,10,147,500.0,0.8138963063557942
4,"[84, 148]",2,<class 'torch.nn.modules.activation.Tanh'>,0.06981930297783885,193,0.9101520229771619,-1.4249183852565144,2,-6.474464829471653,1,0,7,579,500.0,7.054412603378296
4,"[69, 113]",2,<class 'torch.nn.modules.activation.Tanh'>,0.032161759525581486,224,0.9198502000275326,-1.827785493277823,2,-7.341933661608651,1,0,10,460,500.0,6.373061728477478
4,"[66, 106]",2,<class 'torch.nn.modules.activation.Tanh'>,0.031347255669605126,300,0.9412964139545738,-1.8928025825113795,2,-5.750265785991165,1,0,9,575,500.0,5.076513175169627
4,"[95, 115]",2,<class 'torch.nn.modules.activation.Tanh'>,0.016883182890380176,220,0.9829804486698515,-1.293683467467482,2,-7.69440430760398,1,0,10,611,500.0,7.290753936767578
4,"[80, 88]",2,<class 'torch.nn.modules.activation.Tanh'>,0.002738922107672692,167,0.9974424986643597,-1.4658038427928597,2,-6.9682435608187765,1,0,5,495,500.0,1.4000800291697184
4,"[134, 171]",2,<class 'torch.nn.modules.activation.Tanh'>,0.00992023954940986,361,0.8335334581016717,-1.8273179361677774,2,-4.97610383914334,1,0,7,967,500.0,12.769209285577139
4,"[53, 144]",2,<class 'torch.nn.modules.activation.Tanh'>,0.03422922259880431,244,0.9126360767705348,-1.3674003490943814,2,-0.02564725052460437,2,0,12,1000,115.7,5.630213900407155
